version,day_id,date,meal_types,target_kcal,target_protein_g,target_carbs_g,target_fat_g,actual_kcal,actual_protein_g,actual_carbs_g,actual_fat_g,dev_kcal_pct,dev_protein_pct,dev_carbs_pct,dev_fat_pct,prod_kcal,prod_protein_g,prod_carbs_g,prod_fat_g,prod_dev_kcal_pct,prod_dev_protein_pct,prod_dev_carbs_pct,prod_dev_fat_pct,solve_mode,tolerance_tier,culinary_pass,serving_step,wall_time_ms,lp_attempts,culinary_cap_adherent,max_subrecipe_kcal_share_pct,max_subrecipe_servings
v3,138,2025-11-26,breakfast|dinner|lunch,1200.0,90.0,135.0,33.3,1216,103,139,27,1.3,14.4,3.0,-18.9,991.9000000000001,87.25999999999999,115.77000000000001,20.21,-17.3,-3.0,-14.2,-39.3,strict_relaxed_tol,0.1,strict,0.5,398.99,4,False,26.7,2.0
v3,139,2025-11-27,breakfast|dinner|lunch,1200.0,90.0,135.0,33.3,1204,90,123,39,0.3,0.0,-8.9,17.1,1154.35,90.89000000000001,106.99999999999999,37.120000000000005,-3.8,1.0,-20.7,11.5,strict_relaxed_tol,0.15,strict,0.5,520.56,6,False,26.1,3.0
v3,140,2025-11-28,breakfast|dinner|lunch,1200.0,90.0,135.0,33.3,1182,101,124,31,-1.5,12.2,-8.1,-6.9,1016.6499999999999,76.56,117.8,24.32,-15.3,-14.9,-12.7,-27.0,strict_tight,0.08,strict,0.5,268.79,2,True,18.4,1.5
v3,141,2025-12-01,breakfast|dinner|lunch,1200.0,90.0,135.0,33.3,1185,92,135,31,-1.2,2.2,0.0,-6.9,1056.25,83.24000000000001,128.56,21.560000000000002,-12.0,-7.5,-4.8,-35.3,strict_tight,0.08,strict,1.0,128.56,1,True,22.5,4.0
v3,171,2025-12-08,breakfast|dinner|lunch,1300.0,97.5,130.0,43.3,1361,107,138,42,4.7,9.7,6.2,-3.0,1063.2,77.02,125.82999999999998,24.32,-18.2,-21.0,-3.2,-43.8,strict_tight,0.08,strict,1.0,86.66,1,False,30.7,2.0
v3,172,2025-12-09,breakfast|dinner|lunch|snack,1300.0,97.5,130.0,43.3,1287,98,131,41,-1.0,0.5,0.8,-5.3,1301.3000000000002,100.39,136.52,37.01,0.1,3.0,5.0,-14.5,strict_tight,0.08,strict,1.0,106.89,1,True,22.9,7.0
v3,173,2025-12-10,breakfast|dinner|lunch,1300.0,97.5,130.0,43.3,1345,97,138,45,3.5,-0.5,6.2,3.9,1083.8,86.01,111.98000000000002,32.06,-16.6,-11.8,-13.9,-26.0,strict_tight,0.08,strict,1.0,133.7,1,True,20.9,3.0
v3,174,2025-12-11,breakfast|dinner|lunch,1300.0,97.5,130.0,43.3,1288,117,128,34,-0.9,20.0,-1.5,-21.5,1193.4,93.74999999999999,147.63,20.35,-8.2,-3.8,13.6,-53.0,strict_relaxed_tol,0.2,strict,0.5,627.64,8,False,60.2,2.5
v3,233,2026-02-19,lunch,600.0,37.5,82.5,13.3,615,43,68,19,2.5,14.7,-17.6,42.9,614.03,35.99,81.53999999999999,15.989999999999998,2.3,-4.0,-1.2,20.2,single_meal_kcal_only,0.08,strict,1.0,90.58,1,True,45.2,2.0
v3,327,2026-04-06,breakfast|dinner|lunch|snack,1200.0,90.0,120.0,40.0,1203,90,120,40,0.2,0.0,0.0,0.0,1215.58,91.19999999999999,119.50999999999999,41.42,1.3,1.3,-0.4,3.6,strict_tight,0.08,strict,0.5,287.32,2,True,19.8,2.0
v3,234,2026-02-09,lunch,700.0,52.5,70.0,23.3,687,53,78,18,-1.9,1.0,11.4,-22.7,681.4200000000001,62.08,66.55999999999999,18.54,-2.7,18.2,-4.9,-20.4,single_meal_kcal_only,0.08,strict,1.0,77.14,1,True,59.5,2.0
v3,210,2026-01-16,dinner|lunch,1000.0,75.0,100.0,33.3,928,81,89,28,-7.2,8.0,-11.0,-15.9,804.09,60.2,78.31,27.79,-19.6,-19.7,-21.7,-16.5,strict_relaxed_tol,0.15,strict,1.0,477.09,5,True,28.7,1.0
v3,179,2025-12-08,breakfast|dinner|lunch,2400.0,180.0,240.0,80.0,2282,197,218,69,-4.9,9.4,-9.2,-13.8,1924.75,140.48999999999998,218.10000000000002,51.779999999999994,-19.8,-22.0,-9.1,-35.3,strict_relaxed_tol,0.1,strict,0.5,509.28,4,False,32.0,3.5
v3,180,2025-12-09,breakfast|dinner|lunch,2400.0,180.0,240.0,80.0,2382,179,236,80,-0.8,-0.6,-1.7,0.0,2236.9,167.0,223.2,69.46,-6.8,-7.2,-7.0,-13.2,strict_tight,0.08,strict,1.0,260.84,1,True,24.8,4.0
v3,152,2025-12-08,breakfast|dinner|lunch,1800.0,135.0,180.0,60.0,1788,136,177,60,-0.7,0.7,-1.7,0.0,1570.2,115.85000000000002,169.71999999999997,46.129999999999995,-12.8,-14.2,-5.7,-23.1,strict_tight,0.08,strict,1.0,285.37,1,True,33.1,2.0
v3,153,2025-12-09,breakfast|dinner|lunch|snack,1800.0,135.0,180.0,60.0,1810,152,178,54,0.6,12.6,-1.1,-10.0,1696.0,134.47,178.96,42.739999999999995,-5.8,-0.4,-0.6,-28.8,strict_tight,0.08,strict,0.5,317.84,2,True,36.2,7.0
v3,154,2025-12-10,breakfast|dinner|lunch,1800.0,135.0,180.0,60.0,1778,134,179,58,-1.2,-0.7,-0.6,-3.3,1669.2,134.07,161.76,51.1,-7.3,-0.7,-10.1,-14.8,strict_tight,0.08,strict,1.0,266.73,1,False,26.7,9.0
v3,155,2025-12-11,breakfast|dinner|lunch|snack,1800.0,135.0,180.0,60.0,1780,134,177,60,-1.1,-0.7,-1.7,0.0,1776.1,137.04000000000002,181.91,51.86,-1.3,1.5,1.1,-13.6,strict_tight,0.08,strict,1.0,195.24,1,True,31.6,10.0
v3,181,2025-12-10,breakfast|dinner|lunch|snack,2400.0,180.0,240.0,80.0,2405,190,239,77,0.2,5.6,-0.4,-3.8,2349.85,179.97,239.85,67.25999999999999,-2.1,-0.0,-0.1,-15.9,strict_tight,0.08,strict,1.0,153.08,1,True,32.0,3.0
v3,182,2025-12-11,breakfast|dinner|lunch,2400.0,180.0,240.0,80.0,2419,183,239,81,0.8,1.7,-0.4,1.2,1995.4,176.01,184.82,57.519999999999996,-16.9,-2.2,-23.0,-28.1,strict_tight,0.08,strict,1.0,215.93,1,True,36.6,3.0
v3,211,2026-01-19,dinner|lunch|snack,1000.0,75.0,100.0,33.3,962,72,100,30,-3.8,-4.0,0.0,-9.9,928.8700000000001,64.06,105.67999999999999,27.79,-7.1,-14.6,5.7,-16.5,strict_tight,0.08,strict,1.0,145.76,1,True,26.7,2.0
v3,212,2026-01-20,dinner|lunch,1000.0,75.0,100.0,33.3,967,74,93,33,-3.3,-1.3,-7.0,-0.9,769.14,56.41,73.84,27.58,-23.1,-24.8,-26.2,-17.2,strict_tight,0.08,strict,0.5,302.74,2,True,36.3,1.5
v3,213,2026-01-21,dinner|lunch,1000.0,75.0,100.0,33.3,997,78,75,43,-0.3,4.0,-25.0,29.1,628.53,50.47,56.959999999999994,22.090000000000003,-37.1,-32.7,-43.0,-33.7,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,1776.36,17,True,51.6,2.0
v3,214,2026-01-19,breakfast|dinner|lunch|snack,1980.0,120.0,240.0,60.0,1934,138,229,52,-2.3,15.0,-4.6,-13.3,1977.18,121.2,238.61,59.78,-0.1,1.0,-0.6,-0.4,strict_tight,0.08,strict,1.0,120.65,1,True,32.1,2.0
v3,215,2026-01-20,breakfast|dinner|lunch|snack,1980.0,120.0,240.0,60.0,1978,121,194,80,-0.1,0.8,-19.2,33.3,2111.81,129.13,223.31,78.00999999999999,6.7,7.6,-7.0,30.0,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2320.39,17,True,26.4,3.0
v3,216,2026-01-21,breakfast|dinner|lunch|snack,1980.0,120.0,240.0,60.0,1776,117,250,34,-10.3,-2.5,4.2,-43.3,1848.2099999999998,131.80999999999997,242.5,39.01,-6.7,9.8,1.0,-35.0,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2473.27,17,True,35.4,3.0
v3,235,2026-02-10,lunch,700.0,52.5,70.0,23.3,710,46,99,15,1.4,-12.4,41.4,-35.6,648.37,51.07,70.05000000000001,18.21,-7.4,-2.7,0.1,-21.8,single_meal_kcal_only,0.08,strict,1.0,130.23,1,True,44.2,3.0
v3,236,2026-02-11,lunch,700.0,52.5,70.0,23.3,716,54,83,18,2.3,2.9,18.6,-22.7,694.56,53.6,78.76,18.36,-0.8,2.1,12.5,-21.2,single_meal_kcal_only,0.08,strict,1.0,127.58,1,True,56.2,2.0
v3,533,2026-05-18,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1485,159,123,40,-1.0,13.6,0.4,-20.0,1456.49,157.11,118.96000000000001,39.15,-2.9,12.2,-2.9,-21.7,strict_relaxed_tol,0.2,strict,1.0,831.65,7,True,41.6,2.0
v3,237,2026-02-12,lunch,700.0,52.5,70.0,23.3,736,79,68,17,5.1,50.5,-2.9,-27.0,718.0600000000001,79.05,64.15,16.16,2.6,50.6,-8.4,-30.6,single_meal_kcal_only,0.08,strict,1.0,82.36,1,True,64.5,2.0
v3,238,2026-02-13,lunch,700.0,52.5,70.0,23.3,678,49,63,26,-3.1,-6.7,-10.0,11.6,718.3199999999999,52.82000000000001,59.72,29.8,2.6,0.6,-14.7,27.9,single_meal_kcal_only,0.08,strict,1.0,88.04,1,True,68.9,2.0
v3,192,2025-12-22,breakfast|dinner|snack,1500.0,112.5,168.8,41.7,1404,121,169,27,-6.4,7.6,0.1,-35.3,832.75,67.74,110.09,12.180000000000001,-44.5,-39.8,-34.8,-70.8,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2483.36,17,True,37.9,2.0
v3,193,2025-12-23,breakfast|dinner|lunch|snack,2250.0,200.0,250.0,50.0,2281,201,248,54,1.4,0.5,-0.8,8.0,1504.65,111.85,169.10999999999999,34.42,-33.1,-44.1,-32.4,-31.2,strict_tight,0.08,strict,1.0,260.1,1,True,18.3,6.0
v3,194,2025-12-24,breakfast|dinner|lunch,2250.0,200.0,250.0,50.0,2318,182,264,59,3.0,-9.0,5.6,18.0,1295.75,89.81,148.4,33.46,-42.4,-55.1,-40.6,-33.1,strict_tight,0.08,strict,1.0,164.48,1,False,40.2,5.0
v3,195,2025-12-25,breakfast|dinner|lunch,2250.0,200.0,250.0,50.0,2192,205,251,41,-2.6,2.5,0.4,-18.0,1187.15,105.58999999999997,138.6,21.82,-47.2,-47.2,-44.6,-56.4,strict_tight,0.08,strict,1.0,213.15,1,False,48.6,4.0
v3,196,2025-12-26,breakfast|dinner|lunch|snack,2250.0,200.0,250.0,50.0,2322,205,247,57,3.2,2.5,-1.2,14.0,1534.9,110.28,169.26000000000002,42.1,-31.8,-44.9,-32.3,-15.8,strict_tight,0.08,strict,1.0,211.55,1,True,28.0,8.0
v3,197,2025-12-26,breakfast|dinner|lunch,2250.0,200.0,250.0,50.0,2169,180,225,61,-3.6,-10.0,-10.0,22.0,2180.15,170.05,240.55999999999997,53.07,-3.1,-15.0,-3.8,6.1,strict_relaxed_tol,0.1,strict,0.5,604.63,4,False,42.9,3.0
v3,198,2025-12-29,breakfast|dinner|lunch,2250.0,200.0,250.0,50.0,2312,216,270,41,2.8,8.0,8.0,-18.0,2178.75,183.18,262.96000000000004,30.429999999999996,-3.2,-8.4,5.2,-39.1,strict_tight,0.08,strict,1.0,147.94,1,True,46.1,4.0
v3,199,2025-12-30,breakfast|dinner|lunch|snack,2250.0,200.0,250.0,50.0,2199,180,236,59,-2.3,-10.0,-5.6,18.0,2362.65,200.05999999999997,250.92999999999995,56.7,5.0,0.0,0.4,13.4,strict_tight,0.08,strict,1.0,176.74,1,True,19.7,9.0
v3,200,2025-12-31,breakfast|dinner|lunch,2250.0,200.0,250.0,50.0,2254,199,250,51,0.2,-0.5,0.0,2.0,2263.8,197.39,239.44,48.92,0.6,-1.3,-4.2,-2.2,strict_tight,0.08,strict,1.0,174.91,1,True,26.2,15.0
v3,239,2026-02-16,lunch,600.0,37.5,67.5,20.0,642,42,37,36,7.0,12.0,-45.2,80.0,540.9,37.64,40.32,25.46,-9.9,0.4,-40.3,27.3,single_meal_kcal_only,0.08,strict,0.5,254.22,2,True,100.0,2.5
v3,240,2026-02-17,lunch,600.0,37.5,67.5,20.0,615,43,68,19,2.5,14.7,0.7,-5.0,594.11,35.78,67.68,20.03,-1.0,-4.6,0.3,0.2,single_meal_kcal_only,0.08,strict,1.0,127.27,1,True,45.2,2.0
v3,241,2026-02-18,lunch,600.0,37.5,67.5,20.0,561,45,72,10,-6.5,20.0,6.7,-50.0,621.04,55.269999999999996,65.25999999999999,15.440000000000001,3.5,47.4,-3.3,-22.8,single_meal_kcal_only,0.08,strict,1.0,140.58,1,True,47.4,2.0
v3,242,2026-02-19,lunch,600.0,37.5,67.5,20.0,604,42,60,22,0.7,12.0,-11.1,10.0,552.97,32.16,58.46,21.17,-7.8,-14.2,-13.4,5.9,single_meal_kcal_only,0.08,strict,1.0,120.75,1,True,52.9,2.0
v3,243,2026-02-20,lunch,600.0,37.5,67.5,20.0,638,36,56,30,6.3,-4.0,-17.0,50.0,571.0,32.38,60.980000000000004,21.98,-4.8,-13.7,-9.7,9.9,single_meal_kcal_only,0.08,strict,1.0,123.54,1,True,48.2,2.0
v3,230,2026-02-16,lunch,600.0,37.5,82.5,13.3,642,42,37,36,7.0,12.0,-55.2,170.7,540.9,37.64,40.32,25.46,-9.9,0.4,-51.1,91.4,single_meal_kcal_only,0.08,strict,0.5,255.27,2,True,100.0,2.5
v3,231,2026-02-17,lunch,600.0,37.5,82.5,13.3,604,42,60,22,0.7,12.0,-27.3,65.4,552.97,32.16,58.46,21.17,-7.8,-14.2,-29.1,59.2,single_meal_kcal_only,0.08,strict,1.0,127.9,1,True,52.9,2.0
v3,232,2026-02-18,lunch,600.0,37.5,82.5,13.3,573,39,75,13,-4.5,4.0,-9.1,-2.3,604.26,49.18,67.72,15.2,0.7,31.1,-17.9,14.3,single_meal_kcal_only,0.08,strict,0.5,328.27,2,True,46.7,2.5
v3,244,2026-02-16,lunch,700.0,52.5,70.0,23.3,646,45,63,23,-7.7,-14.3,-10.0,-1.3,671.2900000000001,52.94000000000001,61.81,23.590000000000003,-4.1,0.8,-11.7,1.2,single_meal_kcal_only,0.08,strict,1.0,134.48,1,True,32.4,2.0
v3,245,2026-02-17,lunch,700.0,52.5,70.0,23.3,700,47,76,23,0.0,-10.5,8.6,-1.3,724.48,55.440000000000005,68.44,25.439999999999998,3.5,5.6,-2.2,9.2,single_meal_kcal_only,0.08,strict,1.0,121.21,1,True,39.7,3.0
v3,246,2026-02-18,lunch,700.0,52.5,70.0,23.3,725,38,79,28,3.6,-27.6,12.9,20.2,844.66,64.78,89.46,25.3,20.7,23.4,27.8,8.6,single_meal_kcal_only,0.08,strict,1.0,132.53,1,True,81.6,2.0
v3,247,2026-02-19,lunch,700.0,52.5,70.0,23.3,723,78,67,16,3.3,48.6,-4.3,-31.3,677.0699999999999,57.34,81.63,13.47,-3.3,9.2,16.6,-42.2,single_meal_kcal_only,0.08,strict,1.0,133.71,1,True,73.7,2.0
v3,248,2026-02-20,lunch,700.0,52.5,70.0,23.3,642,42,37,36,-8.3,-20.0,-47.1,54.5,811.35,56.46,60.48,38.19,15.9,7.5,-13.6,63.9,single_meal_kcal_only,0.1,strict,0.5,544.8,4,True,100.0,2.5
v3,250,2026-02-23,lunch,700.0,52.5,70.0,23.3,725,38,79,28,3.6,-27.6,12.9,20.2,844.66,64.78,89.46,25.3,20.7,23.4,27.8,8.6,single_meal_kcal_only,0.08,strict,1.0,113.13,1,True,81.6,2.0
v3,251,2026-02-24,lunch,700.0,52.5,70.0,23.3,646,45,63,23,-7.7,-14.3,-10.0,-1.3,671.29,52.94000000000001,61.809999999999995,23.590000000000003,-4.1,0.8,-11.7,1.2,single_meal_kcal_only,0.08,strict,1.0,119.34,1,True,32.4,2.0
v3,252,2026-02-25,lunch,700.0,52.5,70.0,23.3,700,47,76,23,0.0,-10.5,8.6,-1.3,724.48,55.440000000000005,68.44,25.439999999999998,3.5,5.6,-2.2,9.2,single_meal_kcal_only,0.08,strict,1.0,116.44,1,True,39.7,3.0
v3,253,2026-02-26,lunch,700.0,52.5,70.0,23.3,642,42,37,36,-8.3,-20.0,-47.1,54.5,811.35,56.46,60.48,38.19,15.9,7.5,-13.6,63.9,single_meal_kcal_only,0.1,strict,0.5,471.55,4,True,100.0,2.5
v3,254,2026-02-27,lunch,700.0,52.5,70.0,23.3,723,78,67,16,3.3,48.6,-4.3,-31.3,677.0699999999999,57.34,81.63,13.47,-3.3,9.2,16.6,-42.2,single_meal_kcal_only,0.08,strict,1.0,150.06,1,True,73.7,2.0
v3,255,2026-02-23,dinner|lunch|snack,1500.0,112.5,150.0,50.0,1489,126,135,49,-0.7,12.0,-10.0,-2.0,1504.3300000000002,113.36999999999999,150.78,49.75,0.3,0.8,0.5,-0.5,strict_tight,0.08,strict,1.0,150.73,1,True,28.0,2.0
v3,256,2026-02-24,dinner|lunch|snack,1500.0,112.5,150.0,50.0,1457,98,135,59,-2.9,-12.9,-10.0,18.0,1596.4,101.47999999999999,141.93000000000004,69.2,6.4,-9.8,-5.4,38.4,strict_relaxed_tol,0.15,strict,0.5,804.9,6,True,24.5,2.0
v3,257,2026-02-25,dinner|lunch|snack,1500.0,112.5,150.0,50.0,1522,112,158,49,1.5,-0.4,5.3,-2.0,1253.6399999999999,69.34,141.1,45.78,-16.4,-38.4,-5.9,-8.4,strict_tight,0.08,strict,0.5,356.26,2,True,41.6,2.5
v3,258,2026-02-26,dinner|lunch|snack,1500.0,112.5,150.0,50.0,1520,120,133,56,1.3,6.7,-11.3,12.0,1547.9399999999998,113.32,147.68999999999997,56.0,3.2,0.7,-1.5,12.0,strict_relaxed_tol,0.1,strict,0.5,747.55,4,True,33.8,2.0
v3,273,2026-03-02,lunch,700.0,52.5,70.0,23.3,647,37,77,21,-7.6,-29.5,10.0,-9.9,639.945,61.86,57.795,17.925,-8.6,17.8,-17.4,-23.1,single_meal_kcal_only,0.08,strict,1.0,137.63,1,True,79.3,2.0
v3,274,2026-03-03,lunch,700.0,52.5,70.0,23.3,736,79,68,17,5.1,50.5,-2.9,-27.0,738.74,78.0,75.6,13.84,5.5,48.6,8.0,-40.6,single_meal_kcal_only,0.08,strict,1.0,145.3,1,True,64.5,2.0
v3,275,2026-03-04,lunch,700.0,52.5,70.0,23.3,718,63,62,24,2.6,20.0,-11.4,3.0,799.56,65.02,89.26,20.28,14.2,23.8,27.5,-13.0,single_meal_kcal_only,0.08,strict,0.5,285.97,2,True,88.1,2.5
v3,269,2026-03-02,breakfast|dinner|lunch|snack,2600.0,195.0,260.0,86.7,2514,191,237,89,-3.3,-2.1,-8.8,2.7,2591.5,194.67000000000002,259.9,85.91999999999999,-0.3,-0.2,-0.0,-0.9,strict_tight,0.08,strict,0.5,387.28,2,True,41.9,7.5
v3,270,2026-03-03,breakfast|dinner|lunch|snack,2600.0,195.0,260.0,86.7,2560,203,263,77,-1.5,4.1,1.2,-11.2,2498.08,202.76999999999998,260.12,71.88,-3.9,4.0,0.0,-17.1,strict_tight,0.08,strict,0.5,342.33,2,True,30.3,5.0
v3,271,2026-03-02,breakfast|dinner|lunch|snack,3225.0,201.6,362.8,107.5,3178,236,325,104,-1.5,17.1,-10.4,-3.3,3227.2999999999997,201.51,362.83000000000004,107.82,0.1,-0.0,0.0,0.3,strict_relaxed_tol,0.15,strict,1.0,853.18,5,True,29.3,5.0
v3,272,2026-03-03,breakfast|dinner|lunch|snack,3225.0,201.6,362.8,107.5,3175,204,350,107,-1.6,1.2,-3.5,-0.5,3230.51,200.4,362.84999999999997,108.64999999999999,0.2,-0.6,0.0,1.1,strict_tight,0.08,strict,1.0,181.41,1,True,24.2,6.0
v3,276,2026-03-05,lunch,700.0,52.5,70.0,23.3,678,49,63,26,-3.1,-6.7,-10.0,11.6,718.3199999999999,52.82000000000001,59.72,29.8,2.6,0.6,-14.7,27.9,single_meal_kcal_only,0.08,strict,1.0,126.39,1,True,68.9,2.0
v3,277,2026-03-06,lunch,700.0,52.5,70.0,23.3,642,42,37,36,-8.3,-20.0,-47.1,54.5,642.375,42.3,37.15,36.075,-8.2,-19.4,-46.9,54.8,single_meal_kcal_only,0.1,strict,0.5,532.05,4,True,100.0,2.5
v3,278,2026-03-02,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1530,160,125,43,2.0,14.3,2.0,-14.0,1477.73,134.69,123.11000000000001,49.629999999999995,-1.5,-3.8,0.5,-0.7,strict_relaxed_tol,0.15,strict,0.5,1091.24,6,True,31.0,2.0
v3,279,2026-03-03,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1469,136,110,54,-2.1,-2.9,-10.2,8.0,1530.91,137.66,122.955,54.29,2.1,-1.7,0.4,8.6,strict_tight,0.08,strict,1.0,134.26,1,True,34.5,2.0
v3,280,2026-03-03,lunch,1600.0,120.0,160.0,53.3,1716,189,158,36,7.2,57.5,-1.2,-32.5,366.03,38.0,34.82,8.309999999999999,-77.1,-68.3,-78.2,-84.4,single_meal_kcal_only,0.08,strict,1.0,112.81,1,True,90.0,5.0
v3,281,2026-03-05,lunch,1600.0,120.0,160.0,53.3,1561,120,154,52,-2.4,0.0,-3.8,-2.4,213.315,20.62,19.265,5.975,-86.7,-82.8,-88.0,-88.8,single_meal_kcal_only,0.08,strict,1.0,109.86,1,True,65.7,4.0
v3,282,2026-03-06,lunch,1600.0,120.0,160.0,53.3,1605,147,132,54,0.3,22.5,-17.5,1.3,399.78,32.51,44.63,10.14,-75.0,-72.9,-72.1,-81.0,single_meal_kcal_only,0.08,strict,1.0,133.71,1,True,94.7,6.0
v3,284,2026-03-04,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1501,106,137,59,0.1,-24.3,11.8,18.0,1525.6299999999999,99.78000000000002,120.99,71.41,1.7,-28.7,-1.2,42.8,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2189.9,17,True,34.2,10.0
v3,285,2026-03-05,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1493,144,130,44,-0.5,2.9,6.1,-12.0,1414.13,139.965,132.175,36.19,-5.7,-0.0,7.9,-27.6,strict_tight,0.08,strict,0.5,337.72,2,True,41.4,2.5
v3,286,2026-03-10,breakfast|dinner|lunch|snack,1500.0,112.5,150.0,50.0,1527,108,148,56,1.8,-4.0,-1.3,12.0,1520.42,110.64,159.33,48.959999999999994,1.4,-1.7,6.2,-2.1,strict_tight,0.08,strict,1.0,186.19,1,True,16.7,4.0
v3,287,2026-03-09,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1473,136,124,48,-1.8,-2.9,1.2,-4.0,1543.0900000000001,140.01,127.41,52.61,2.9,0.0,4.0,5.2,strict_tight,0.08,strict,1.0,150.77,1,True,32.3,5.0
v3,288,2026-03-10,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1379,153,122,31,-8.1,9.3,-0.4,-38.0,1381.6100000000001,152.69,130.01999999999998,27.890000000000004,-7.9,9.1,6.1,-44.2,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2135.94,17,True,44.8,2.0
v3,289,2026-03-11,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1480,140,115,51,-1.3,0.0,-6.1,2.0,1544.78,129.785,157.255,44.08,3.0,-7.3,28.4,-11.8,strict_tight,0.08,strict,0.5,359.38,2,True,51.3,3.0
v3,290,2026-03-12,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1473,143,127,44,-1.8,2.1,3.7,-12.0,1531.83,135.83,134.61,50.03,2.1,-3.0,9.9,0.1,strict_tight,0.08,strict,0.5,367.92,2,True,31.6,2.0
v3,291,2026-03-10,dinner,1600.0,120.0,160.0,53.3,1458,124,185,25,-8.9,3.3,15.6,-53.1,413.36,39.839999999999996,47.65,7.0600000000000005,-74.2,-66.8,-70.2,-86.8,single_meal_kcal_only,0.1,strict,0.5,512.44,4,True,48.9,7.5
v3,292,2026-03-12,lunch|snack,1600.0,120.0,160.0,53.3,1636,141,169,44,2.2,17.5,5.6,-17.4,493.88,40.6,51.89,13.780000000000001,-69.1,-66.2,-67.6,-74.1,strict_relaxed_tol,0.15,strict,0.5,721.01,6,True,66.1,3.5
v3,293,2026-03-10,lunch,700.0,52.5,70.0,23.3,718,63,62,24,2.6,20.0,-11.4,3.0,799.56,65.02,89.26,20.28,14.2,23.8,27.5,-13.0,single_meal_kcal_only,0.08,strict,0.5,167.79,2,True,88.1,2.5
v3,294,2026-03-11,lunch,700.0,52.5,70.0,23.3,736,79,68,17,5.1,50.5,-2.9,-27.0,738.74,78.0,75.6,13.84,5.5,48.6,8.0,-40.6,single_meal_kcal_only,0.08,strict,1.0,123.89,1,True,64.5,2.0
v3,295,2026-03-12,lunch,700.0,52.5,70.0,23.3,678,49,63,26,-3.1,-6.7,-10.0,11.6,718.3199999999999,52.82000000000001,59.72,29.8,2.6,0.6,-14.7,27.9,single_meal_kcal_only,0.08,strict,1.0,134.79,1,True,68.9,2.0
v3,296,2026-03-13,lunch,700.0,52.5,70.0,23.3,642,42,37,36,-8.3,-20.0,-47.1,54.5,642.375,42.3,37.15,36.075,-8.2,-19.4,-46.9,54.8,single_meal_kcal_only,0.1,strict,0.5,546.82,4,True,100.0,2.5
v3,297,2026-03-16,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1326,87,143,45,-11.6,-37.9,16.7,-10.0,1382.105,99.92,156.485,39.625,-7.9,-28.6,27.7,-20.8,best_effort_lp,BEST_EFFORT_LP,relaxed,1.0,2108.55,17,True,31.8,2.0
v3,298,2026-03-17,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1539,150,123,49,2.6,7.1,0.4,-2.0,1481.62,120.08,122.64999999999998,56.78,-1.2,-14.2,0.1,13.6,strict_tight,0.08,strict,1.0,134.32,1,True,34.6,2.0
v3,299,2026-03-18,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1498,141,112,54,-0.1,0.7,-8.6,8.0,1545.17,125.62,123.23,61.129999999999995,3.0,-10.3,0.6,22.3,strict_tight,0.08,strict,0.5,287.4,2,True,38.2,3.0
v3,300,2026-03-19,dinner|lunch|snack,1500.0,140.0,122.5,50.0,1524,140,121,53,1.6,0.0,-1.2,6.0,1559.3899999999999,152.79,118.28,52.790000000000006,4.0,9.1,-3.4,5.6,strict_tight,0.08,strict,0.5,369.93,2,True,31.6,2.5
v3,301,2026-03-16,lunch,700.0,52.5,70.0,23.3,646,45,63,23,-7.7,-14.3,-10.0,-1.3,744.1700000000001,48.589999999999996,79.0,25.990000000000002,6.3,-7.4,12.9,11.5,single_meal_kcal_only,0.08,strict,1.0,113.21,1,True,32.4,2.0
v3,302,2026-03-17,lunch,700.0,52.5,70.0,23.3,723,78,67,16,3.3,48.6,-4.3,-31.3,738.9399999999999,50.540000000000006,93.55,18.08,5.6,-3.7,33.6,-22.4,single_meal_kcal_only,0.08,strict,1.0,125.12,1,True,73.7,2.0
v3,303,2026-03-18,lunch,700.0,52.5,70.0,23.3,684,44,72,24,-2.3,-16.2,2.9,3.0,677.17,44.160000000000004,59.9,29.009999999999998,-3.3,-15.9,-14.4,24.5,single_meal_kcal_only,0.08,strict,0.5,247.19,2,True,58.4,2.5
v3,304,2026-03-19,lunch,700.0,52.5,70.0,23.3,725,38,79,28,3.6,-27.6,12.9,20.2,698.295,62.61,59.145,23.475,-0.2,19.3,-15.5,0.8,single_meal_kcal_only,0.08,strict,1.0,116.37,1,True,81.6,2.0
